YEAR,MONTH,DAY,Estaciones,DATE,"Barometro Reducido a o y al nivel del Mar","Cambio en 24 horas","Temperatura a las 7 a.m.","Cambio en 24 horas","Temperatura Maxima","Temperatura Minima","Humedad relativa","Viento Direction","Viento Fuerza","Nebulosidad Forma","Nebulosidad Grado",Fenomenos,,,,,,,,,,,
1903,2,17,"Villa Mercedes",1903/02/17,,,,,,,,,,,,,,,,,,,,,,,
1903,2,18,"Villa Mercedes",1903/02/18,,,,,,,,,,,,,,,,,,,,,,,
1903,2,19,"Villa Mercedes",1903/02/19,,,,,,,,,,,,,,,,,,,,,,,
1903,2,20,"Villa Mercedes",1903/02/20,,,,,,,,,,,,,,,,,,,,,,,
1903,2,21,"Villa Mercedes",1903/02/21,,,,,,,,,,,,,,,,,,,,,,,
1903,2,22,"Villa Mercedes",1903/02/22,,,,,,,,,,,,,,,,,,,,,,,
1903,2,23,"Villa Mercedes",1903/02/23,,,,,,,,,,,,,,,,,,,,,,,
1903,2,24,"Villa Mercedes",1903/02/24,,,,,,,,,,,,,,,,,,,,,,,
1903,2,25,"Villa Mercedes",1903/02/25,,,,,,,,,,,,,,,,,,,,,,,
1903,2,26,"Villa Mercedes",1903/02/26,,,,,,,,,,,,,,,,,,,,,,,
1903,2,27,"Villa Mercedes",1903/02/27,,,,,,,,,,,,,,,,,,,,,,,
1903,2,28,"Villa Mercedes",1903/02/28,,,,,,,,,,,,,,,,,,,,,,,
1903,3,1,"Villa Mercedes",1903/03/01,,,,,,,,,,,,,,,,,,,,,,,
1903,3,2,"Villa Mercedes",1903/03/02,,,,,,,,,,,,,,,,,,,,,,,
1903,3,3,"Villa Mercedes",1903/03/03,,,,,,,,,,,,,,,,,,,,,,,
1903,3,4,"Villa Mercedes",1903/03/04,,,,,,,,,,,,,,,,,,,,,,,
1903,3,5,"Villa Mercedes",1903/03/05,,,,,,,,,,,,,,,,,,,,,,,
1903,3,6,"Villa Mercedes",1903/03/06,,,,,,,,,,,,,,,,,,,,,,,
1903,3,7,"Villa Mercedes",1903/03/07,,,,,,,,,,,,,,,,,,,,,,,
1903,3,8,"Villa Mercedes",1903/03/08,,,,,,,,,,,,,,,,,,,,,,,
1903,3,9,"Villa Mercedes",1903/03/09,,,,,,,,,,,,,,,,,,,,,,,
1903,3,10,"Villa Mercedes",1903/03/10,,,,,,,,,,,,,,,,,,,,,,,
1903,3,11,"Villa Mercedes",1903/03/11,,,,,,,,,,,,,,,,,,,,,,,
1903,3,12,"Villa Mercedes",1903/03/12,,,,,,,,,,,,,,,,,,,,,,,
1903,3,13,"Villa Mercedes",1903/03/13,,,,,,,,,,,,,,,,,,,,,,,
1903,3,14,"Villa Mercedes",1903/03/14,,,,,,,,,,,,,,,,,,,,,,,
1903,3,15,"Villa Mercedes",1903/03/15,,,,,,,,,,,,,,,,,,,,,,,
1903,3,16,"Villa Mercedes",1903/03/16,,,,,,,,,,,,,,,,,,,,,,,
1903,3,17,"Villa Mercedes",1903/03/17,,,,,,,,,,,,,,,,,,,,,,,
1903,3,18,"Villa Mercedes",1903/03/18,,,,,,,,,,,,,,,,,,,,,,,
1903,3,19,"Villa Mercedes",1903/03/19,,,,,,,,,,,,,,,,,,,,,,,
1903,3,20,"Villa Mercedes",1903/03/20,,,,,,,,,,,,,,,,,,,,,,,
1903,3,21,"Villa Mercedes",1903/03/21,,,,,,,,,,,,,,,,,,,,,,,
1903,3,22,"Villa Mercedes",1903/03/22,,,,,,,,,,,,,,,,,,,,,,,
1903,3,23,"Villa Mercedes",1903/03/23,,,,,,,,,,,,,,,,,,,,,,,
1903,3,24,"Villa Mercedes",1903/03/24,,,,,,,,,,,,,,,,,,,,,,,
1903,3,25,"Villa Mercedes",1903/03/25,,,,,,,,,,,,,,,,,,,,,,,
1903,3,26,"Villa Mercedes",1903/03/26,,,,,,,,,,,,,,,,,,,,,,,
1903,3,27,"Villa Mercedes",1903/03/27,,,,,,,,,,,,,,,,,,,,,,,
1903,3,28,"Villa Mercedes",1903/03/28,,,,,,,,,,,,,,,,,,,,,,,
1903,3,29,"Villa Mercedes",1903/03/29,,,,,,,,,,,,,,,,,,,,,,,
1903,3,30,"Villa Mercedes",1903/03/30,,,,,,,,,,,,,,,,,,,,,,,
1903,3,31,"Villa Mercedes",1903/03/31,,,,,,,,,,,,,,,,,,,,,,,
1903,4,1,"Villa Mercedes",1903/04/01,,,,,,,,,,,,,,,,,,,,,,,
1903,4,2,"Villa Mercedes",1903/04/02,,,,,,,,,,,,,,,,,,,,,,,
1903,4,3,"Villa Mercedes",1903/04/03,,,,,,,,,,,,,,,,,,,,,,,
1903,4,4,"Villa Mercedes",1903/04/04,,,,,,,,,,,,,,,,,,,,,,,
1903,4,5,"Villa Mercedes",1903/04/05,,,,,,,,,,,,,,,,,,,,,,,
1903,4,6,"Villa Mercedes",1903/04/06,,,,,,,,,,,,,,,,,,,,,,,
1903,4,7,"Villa Mercedes",1903/04/07,,,,,,,,,,,,,,,,,,,,,,,
1903,4,8,"Villa Mercedes",1903/04/08,,,,,,,,,,,,,,,,,,,,,,,
1903,4,9,"Villa Mercedes",1903/04/09,,,,,,,,,,,,,,,,,,,,,,,
1903,4,10,"Villa Mercedes",1903/04/10,,,,,,,,,,,,,,,,,,,,,,,
1903,4,11,"Villa Mercedes",1903/04/11,,,,,,,,,,,,,,,,,,,,,,,
1903,4,12,"Villa Mercedes",1903/04/12,,,,,,,,,,,,,,,,,,,,,,,
1903,4,13,"Villa Mercedes",1903/04/13,,,,,,,,,,,,,,,,,,,,,,,
1903,4,14,"Villa Mercedes",1903/04/14,,,,,,,,,,,,,,,,,,,,,,,
1903,4,15,"Villa Mercedes",1903/04/15,,,,,,,,,,,,,,,,,,,,,,,
1903,4,16,"Villa Mercedes",1903/04/16,,,,,,,,,,,,,,,,,,,,,,,
1903,4,17,"Villa Mercedes",1903/04/17,,,,,,,,,,,,,,,,,,,,,,,
1903,4,18,"Villa Mercedes",1903/04/18,,,,,,,,,,,,,,,,,,,,,,,
1903,4,19,"Villa Mercedes",1903/04/19,,,,,,,,,,,,,,,,,,,,,,,
1903,4,20,"Villa Mercedes",1903/04/20,,,,,,,,,,,,,,,,,,,,,,,
1903,4,21,"Villa Mercedes",1903/04/21,,,,,,,,,,,,,,,,,,,,,,,
1903,4,22,"Villa Mercedes",1903/04/22,758.1,-5.7,,,26,10,,NW,2,CK,1,,,,,,,,,,,,
1903,4,23,"Villa Mercedes",1903/04/23,762.6,4.5,15,,27,11,78,NE,1,,0,,,,,,,,,,,,
1903,4,24,"Villa Mercedes",1903/04/24,758.1,-4.5,17,2,29,13,70,N,2,C,1,,,,,,,,,,,,
1903,4,25,"Villa Mercedes",1903/04/25,766.3,8.2,11,-6,,9,62,SE,1,KS,1,,,,,,,,,,,,
1903,4,26,"Villa Mercedes",1903/04/26,766.7,0.4,6,-5,13,5,100,,,N,3,,,,,,,,,,,,
1903,4,27,"Villa Mercedes",1903/04/27,771,5.3,6,0,7,4,100,SE,1,N,3,,,,,,,,,,,,
1903,4,28,"Villa Mercedes",1903/04/28,773,2,6,0,9,4,100,NE,1,N,3,,,,,,,,,,,,
1903,4,29,"Villa Mercedes",1903/04/29,770.4,-2.6,5,-1,11,4,84,,0,N,3,,,,,,,,,,,,
1903,4,30,"Villa Mercedes",1903/04/30,766.8,-3.6,8,3,8,1,86,NW,2,K,1,,,,,,,,,,,,
1903,5,1,"Villa Mercedes",1903/05/01,766.7,-0.1,10,2,17,7,74,NW,1,CS,2,,,,,,,,,,,,
1903,5,2,"Villa Mercedes",1903/05/02,764.6,-2.1,12,2,21,7,76,,0,N,3,,,,,,,,,,,,
1903,5,3,"Villa Mercedes",1903/05/03,765.8,1.2,11,-1,22,6,87,NW,1,CS,1,,,,,,,,,,,,
1903,5,4,"Villa Mercedes",1903/05/04,763.4,-2.4,13,2,22,9,88,,0,C,1,,,,,,,,,,,,
1903,5,5,"Villa Mercedes",1903/05/05,760.3,-3.1,18,5,25,11,62,NW,1,,0,,,,,,,,,,,,
1903,5,6,"Villa Mercedes",1903/05/06,763.7,3.4,11,-7,25,7,87,N,1,,0,,,,,,,,,,,,
1903,5,7,"Villa Mercedes",1903/05/07,762.4,-1.3,16,5,28,10,89,NW,1,C,1,,,,,,,,,,,,
1903,5,8,"Villa Mercedes",1903/05/08,,,,,,,,,,,,,,,,,,,,,,,
1903,5,9,"Villa Mercedes",1903/05/09,762.3,,16,-,27,12,89,NE,1,S,1,,,,,,,,,,,,
1903,5,10,"Villa Mercedes",1903/05/10,762.5,0.2,13,-3,27,13,88,SE,2,N,3,,,,,,,,,,,,
1903,5,11,"Villa Mercedes",1903/05/11,769.3,6.8,4,-9,14,2,83,S,1,,0,,,,,,,,,,,,
1903,5,12,"Villa Mercedes",1903/05/12,771,1.7,6,-2,16,1,85,NW,1,,0,,,,,,,,,,,,
1903,5,13,"Villa Mercedes",1903/05/13,770.5,-0.5,8,2,20,3,86,NW,1,C,2,,,,,,,,,,,,
1903,5,14,"Villa Mercedes",1903/05/14,771.5,1,8,0,22,3,86,NW,1,KS,2,,,,,,,,,,,,
1903,5,15,"Villa Mercedes",1903/05/15,771.5,0,8,0,18,5,86,NW,1,C,2,,,,,,,,,,,,
1903,5,16,"Villa Mercedes",1903/05/16,770.4,-1.1,9,1,20,5,73,NE,1,N,3,,,,,,,,,,,,
1903,5,17,"Villa Mercedes",1903/05/17,770.6,0.2,8,-1,15,6,86,NW,1,N,3,,,,,,,,,,,,
1903,5,18,"Villa Mercedes",1903/05/18,771.7,1.1,4,-4,11,0,83,SE,1,,0,,,,,,,,,,,,
1903,5,19,"Villa Mercedes",1903/05/19,768.8,-2.9,4,0,15,0,83,,0,CS,2,,,,,,,,,,,,
1903,5,20,"Villa Mercedes",1903/05/20,766.6,-2.2,8,4,18,4,86,NW,1,,0,,,,,,,,,,,,
1903,5,21,"Villa Mercedes",1903/05/21,767.4,0.8,9,1,20,4,73,NW,2,,0,,,,,,,,,,,,
1903,5,22,"Villa Mercedes",1903/05/22,767,-0.4,6,-3,23,4,100,NW,2,C,1,,,,,,,,,,,,
1903,5,23,"Villa Mercedes",1903/05/23,763.5,-3.5,8,2,22,6,73,SE,1,,0,,,,,,,,,,,,
1903,5,24,"Villa Mercedes",1903/05/24,760,-3.5,6,-2,26,4,85,,0,,0,,,,,,,,,,,,
1903,5,25,"Villa Mercedes",1903/05/25,761,1,10,4,26,7,74,NW,1,K,1,,,,,,,,,,,,
1903,5,26,"Villa Mercedes",1903/05/26,762.3,1.3,6,-4,22,5,100,NW,1,C,2,,,,,,,,,,,,
1903,5,27,"Villa Mercedes",1903/05/27,769.3,7,6,0,21,6,100,SE,1,N,3,,,,,,,,,,,,
1903,5,28,"Villa Mercedes",1903/05/28,767.3,-2,7,1,7,6,100,SE,1,N,3,,,,,,,,,,,,
1903,5,29,"Villa Mercedes",1903/05/29,766.1,-1.2,8,1,10,7,100,NE,1,N,3,,,,,,,,,,,,
1903,5,30,"Villa Mercedes",1903/05/30,761.1,-5,12,4,17,12,100,NE,1,KS,2,,,,,,,,,,,,
1903,5,31,"Villa Mercedes",1903/05/31,763.5,2.4,10,-2,20,8,86,,0,KS,3,,,,,,,,,,,,
1903,6,1,"Villa Mercedes",1903/06/01,756.3,-7.2,15,5,23,14,100,NE,2,CS,2,,,,,,,,,,,,
1903,6,2,"Villa Mercedes",1903/06/02,751.5,-4.8,18,3,25,16,80,N,2,CS,2,,,,,,,,,,,,
1903,6,3,"Villa Mercedes",1903/06/03,766.4,14.9,5,-13,14,3,84,SW,3,N,3,,,,,,,,,,,,
1903,6,4,"Villa Mercedes",1903/06/04,769.4,3,-2,-8,6,-2,100,,0,CS,2,,,,,,,,,,,,
1903,6,5,"Villa Mercedes",1903/06/05,766.8,-2.6,5,7,12,5,100,NE,1,N,3,,,,,,,,,,,,
1903,6,6,"Villa Mercedes",1903/06/06,769,2.2,4,-1,14,2,100,NW,1,KS,2,,,,,,,,,,,,
1903,6,7,"Villa Mercedes",1903/06/07,765,-4,4,0,19,1,83,NW,1,C,2,,,,,,,,,,,,
1903,6,8,"Villa Mercedes",1903/06/08,759.5,-5.5,11,7,20,8,52,NW,2,C,2,,,,,,,,,,,,
1903,6,9,"Villa Mercedes",1903/06/09,763.9,4.4,4,-7,19,2,83,NW,1,C,2,,,,,,,,,,,,
1903,6,10,"Villa Mercedes",1903/06/10,761.2,-2.7,3,-1,17,0,83,SW,1,CS,2,,,,,,,,,,,,
1903,6,11,"Villa Mercedes",1903/06/11,,,3,0,18,2,83,NW,1,C,1,,,,,,,,,,,,
1903,6,12,"Villa Mercedes",1903/06/12,,,,,,,,,,,,,,,,,,,,,,,
1903,6,13,"Villa Mercedes",1903/06/13,759,,8,,17,5,86,NW,1,C,2,,,,,,,,,,,,
1903,6,14,"Villa Mercedes",1903/06/14,757.5,-1.5,6,-2,18,3,85,,0,,0,,,,,,,,,,,,
1903,6,15,"Villa Mercedes",1903/06/15,759.4,1,4,-7,19,1,83,NW,1,,0,,,,,,,,,,,,
1903,6,16,"Villa Mercedes",1903/06/16,755.4,-3.7,6,2,23,3,100,N,1,KS,3,,,,,,,,,,,,
1903,6,17,"Villa Mercedes",1903/06/17,755.8,0.4,8,2,21,7,100,,0,CS,2,,,,,,,,,,,,
1903,6,18,"Villa Mercedes",1903/06/18,767,11.2,7,-1,16,6,71,S,2,N,3,,,,,,,,,,,,
1903,6,19,"Villa Mercedes",1903/06/19,769.2,2.2,-2,-9,10,-3,100,NW,1,CK,1,,,,,,,,,,,,
1903,6,20,"Villa Mercedes",1903/06/20,760.2,-9,3,5,16,2,83,N,1,C,2,,,,,,,,,,,,
1903,6,21,"Villa Mercedes",1903/06/21,761.9,1.7,5,2,18,0,100,SW,2,N,3,,,,,,,,,,,,
1903,6,22,"Villa Mercedes",1903/06/22,766.9,5,5,0,9,2,84,,,N,3,,,,,,,,,,,,
1903,6,23,"Villa Mercedes",1903/06/23,757.1,-9.8,0,-5,8,-2,100,NW,1,N,3,,,,,,,,,,,,
1903,6,24,"Villa Mercedes",1903/06/24,759.4,2.3,3,3,5,0,66,NW,2,N,3,,,,,,,,,,,,
1903,6,25,"Villa Mercedes",1903/06/25,764.3,4.9,-1,-4,14,,100,,0,C,2,,,,,,,,,,,,
1903,6,26,"Villa Mercedes",1903/06/26,771.4,7.1,-1,0,5,-3,100,NW,1,,0,,,,,,,,,,,,
1903,6,27,"Villa Mercedes",1903/06/27,766.6,-4.8,7,8,17,3,71,NW,1,,0,,,,,,,,,,,,
1903,6,28,"Villa Mercedes",1903/06/28,765.6,-1,2,-5,18,-1,82,NW,1,C,2,,,,,,,,,,,,
1903,6,29,"Villa Mercedes",1903/06/29,758.1,-7.5,8,6,22,5,72,NE,1,CS,3,,,,,,,,,,,,
1903,6,30,"Villa Mercedes",1903/06/30,757.9,-0.2,4,-4,21,3,100,N,2,,0,,,,,,,,,,,,
1903,7,1,"Villa Mercedes",1903/07/01,753,-4.9,,,21,7,,N,2,KN,2,,,,,,,,,,,,
1903,7,2,"Villa Mercedes",1903/07/02,763.5,10.5,10,,20,8,86,NW,1,N,3,,,,,,,,,,,,
1903,7,3,"Villa Mercedes",1903/07/03,767.8,4.3,6,-4,11,5,100,SE,1,KS,2,,,,,,,,,,,,
1903,7,4,"Villa Mercedes",1903/07/04,766,-1.8,5,-1,13,1,84,NW,1,KN,2,,,,,,,,,,,,
1903,7,5,"Villa Mercedes",1903/07/05,770.5,4.5,2,-3,15,-1,82,NW,1,,0,,,,,,,,,,,,
1903,7,6,"Villa Mercedes",1903/07/06,758.9,-11.6,10,8,18,6,39,NW,2,,0,,,,,,,,,,,,
1903,7,7,"Villa Mercedes",1903/07/07,769.4,10.5,2,-8,24,0,64,SW,1,,0,,,,,,,,,,,,
1903,7,8,"Villa Mercedes",1903/07/08,770.2,0.8,-5,-7,11,-6,100,NW,1,CS,1,,,,,,,,,,,,
1903,7,9,"Villa Mercedes",1903/07/09,767.9,-2.3,1,6,16,-2,80,E,1,,0,,,,,,,,,,,,
1903,7,10,"Villa Mercedes",1903/07/10,766.6,-1.3,-2,-3,17,-4,100,N,1,,0,,,,,,,,,,,,
1903,7,11,"Villa Mercedes",1903/07/11,761.4,-5.2,4,6,22,2,83,NW,2,,0,,,,,,,,,,,,
1903,7,12,"Villa Mercedes",1903/07/12,759.8,-1.6,5,1,24,3,100,N,1,C,1,,,,,,,,,,,,
1903,7,13,"Villa Mercedes",1903/07/13,768.4,6.8,3,-2,18,1,100,,0,N,3,,,,,,,,,,,,
1903,7,14,"Villa Mercedes",1903/07/14,777.6,9.2,-3,-6,19,-5,100,,0,,0,,,,,,,,,,,,
1903,7,15,"Villa Mercedes",1903/07/15,775.1,-2.5,0,3,11,-2,81,NW,1,C,1,,,,,,,,,,,,
1903,7,16,"Villa Mercedes",1903/07/16,770,-5.1,0,0,15,-3,100,,0,,0,,,,,,,,,,,,
1903,7,17,"Villa Mercedes",1903/07/17,769.8,-0.2,1,1,15,0,81,NW,1,,0,,,,,,,,,,,,
1903,7,18,"Villa Mercedes",1903/07/18,764.5,-5.3,2,1,19,0,64,NW,1,C,1,,,,,,,,,,,,
1903,7,19,"Villa Mercedes",1903/07/19,763.8,-0.7,4,2,21,2,67,NW,1,,0,,,,,,,,,,,,
1903,7,20,"Villa Mercedes",1903/07/20,765.9,2.1,4,0,19,3,83,N,1,CS,2,,,,,,,,,,,,
1903,7,21,"Villa Mercedes",1903/07/21,768.4,2.5,2,-2,19,1,,,0,N,1,,,,,,,,,,,,
1903,7,22,"Villa Mercedes",1903/07/22,763.6,-4.8,10,8,19,8,86,NE,1,CK,2,,,,,,,,,,,,
1903,7,23,"Villa Mercedes",1903/07/23,764.1,0.5,7,-3,23,6,85,N,1,,0,,,,,,,,,,,,
1903,7,24,"Villa Mercedes",1903/07/24,766,1.9,7,0,22,6,100,,0,S,1,,,,,,,,,,,,
1903,7,25,"Villa Mercedes",1903/07/25,,,,,,,,,,,,,,,,,,,,,,,
1903,7,26,"Villa Mercedes",1903/07/26,765.5,,10,,21,9,100,SW,1,N,3,,,,,,,,,,,,
1903,7,27,"Villa Mercedes",1903/07/27,760.7,-4.8,9,-1,15,8,100,S,1,N,3,,,,,,,,,,,,
1903,7,28,"Villa Mercedes",1903/07/28,762.3,1.6,7,-2,,6,85,N,1,CS,2,,,,,,,,,,,,
1903,7,29,"Villa Mercedes",1903/07/29,759.3,-3,8,1,15,3,86,N,1,CK,2,,,,,,,,,,,,
1903,7,30,"Villa Mercedes",1903/07/30,764.8,5.5,5,-3,20,4,100,NW,1,K,2,PD,,,,,,,,,,,
1903,7,31,"Villa Mercedes",1903/07/31,773.4,8.6,-2,-7,10,-3,100,NW,1,,0,,,,,,,,,,,,
1903,8,1,"Villa Mercedes",1903/08/01,770.4,-3,3,5,12,0,100,N,1,CS,1,,,,,,,,,,,,
1903,8,2,"Villa Mercedes",1903/08/02,,,,,,,,,,,,,,,,,,,,,,,
1903,8,3,"Villa Mercedes",1903/08/03,,,6,,19,4,70,NE,1,KS,2,,,,,,,,,,,,
1903,8,4,"Villa Mercedes",1903/08/04,763.1,,3,-3,21,1,100,NW,1,C,2,,,,,,,,,,,,
1903,8,5,"Villa Mercedes",1903/08/05,763.7,0.6,10,7,11,8,100,NE,1,N,3,,,,,,,,,,,,
1903,8,6,"Villa Mercedes",1903/08/06,764.2,0.5,7,-3,11,5,85,,,N,3,,,,,,,,,,,,
1903,8,7,"Villa Mercedes",1903/08/07,765.9,1.7,4,-3,7,2,83,NW,1,,0,,,,,,,,,,,,
1903,8,8,"Villa Mercedes",1903/08/08,761.9,-4,4,0,,,83,NW,1,C,1,,,,,,,,,,,,
1903,8,9,"Villa Mercedes",1903/08/09,765.7,3.8,5,1,20,3,84,,0,N,3,,,,,,,,,,,,
1903,8,10,"Villa Mercedes",1903/08/10,,,,,,,,,,,,,,,,,,,,,,,
1903,8,11,"Villa Mercedes",1903/08/11,,,6,,18,4,70,,0,CS,3,,,,,,,,,,,,
1903,8,12,"Villa Mercedes",1903/08/12,762.6,,5,-1,20,3,100,SE,1,N,3,,,,,,,,,,,,
1903,8,13,"Villa Mercedes",1903/08/13,769.7,7.1,5,0,8,4,100,SE,1,N,3,,,,,,,,,,,,
1903,8,14,"Villa Mercedes",1903/08/14,769.8,0.1,1,-4,12,-2,82,,0,C,1,,,,,,,,,,,,
1903,8,15,"Villa Mercedes",1903/08/15,761.1,-8.7,7,6,19,6,100,N,2,C,1,,,,,,,,,,,,
1903,8,16,"Villa Mercedes",1903/08/16,767.9,6.8,4,-3,23,2,67,,0,CS,2,,,,,,,,,,,,
1903,8,17,"Villa Mercedes",1903/08/17,772.4,4.5,1,-3,21,0,81,,0,K,1,,,,,,,,,,,,
1903,8,18,"Villa Mercedes",1903/08/18,768.4,-4,6,5,18,5,70,N,1,CS,1,,,,,,,,,,,,
1903,8,19,"Villa Mercedes",1903/08/19,769.3,0.9,4,-2,21,2,83,,0,,0,,,,,,,,,,,,
1903,8,20,"Villa Mercedes",1903/08/20,763.4,-5.9,6,2,23,4,70,,0,C,2,,,,,,,,,,,,
1903,8,21,"Villa Mercedes",1903/08/21,767.1,3.7,5,-1,23,4,84,,0,C,1,,,,,,,,,,,,
1903,8,22,"Villa Mercedes",1903/08/22,763.3,-3.8,6,1,20,4,70,NW,1,C,2,,,,,,,,,,,,
1903,8,23,"Villa Mercedes",1903/08/23,,,15,9,26,12,58,N,1,K,1,,,,,,,,,,,,
1903,8,24,"Villa Mercedes",1903/08/24,766.7,,8,-7,31,7,46,,0,C,2,,,,,,,,,,,,
1903,8,25,"Villa Mercedes",1903/08/25,760,-6.7,7,-1,18,4,71,,0,N,3,,,,,,,,,,,,
1903,8,26,"Villa Mercedes",1903/08/26,765.6,5.6,9,2,27,8,48,,,KS,2,,,,,,,,,,,,
1903,8,27,"Villa Mercedes",1903/08/27,768.1,2.5,5,-4,16,-1,69,NW,1,KS,2,,,,,,,,,,,,
1903,8,28,"Villa Mercedes",1903/08/28,764.9,-3.2,9,4,22,4,73,NW,1,,0,,,,,,,,,,,,
1903,8,29,"Villa Mercedes",1903/08/29,770.7,5.8,7,-2,24,3,57,,0,,0,,,,,,,,,,,,
1903,8,30,"Villa Mercedes",1903/08/30,766.1,-4.6,3,-4,18,0,50,,0,C,2,,,,,,,,,,,,
1903,8,31,"Villa Mercedes",1903/08/31,766.1,0,9,6,25,5,61,NW,1,C,1,,,,,,,,,,,,
1903,9,1,"Villa Mercedes",1903/09/01,759.3,-6.8,13,4,24,7,35,N,1,C,1,,,,,,,,,,,,
1903,9,2,"Villa Mercedes",1903/09/02,761.4,2.1,9,-4,27,7,73,,0,KS,1,,,,,,,,,,,,
1903,9,3,"Villa Mercedes",1903/09/03,769.5,8.1,3,-6,22,2,83,NE,1,CS,2,,,,,,,,,,,,
1903,9,4,"Villa Mercedes",1903/09/04,,,2,-1,16,1,82,,0,C,2,,,,,,,,,,,,
