YEAR,MONTH,DAY,Estaciones,DATE,"Barometro Reducido a o y al nivel del Mar","Cambio en 24 horas","Temperatura a las 7 a.m.","Cambio en 24 horas","Temperatura Maxima","Temperatura Minima","Humedad relativa","Viento Direction","Viento Fuerza","Nebulosidad Forma","Nebulosidad Grado",Fenomenos,,,,,,,,,,,
1903,7,19,"La Paz",1903/07/19,764.9,-1.1,-3,-2,18,-4,78,W,1,K,1,,,,,,,,,,,,
1903,7,20,"La Paz",1903/07/20,766.3,1.4,0,3,17,-2,63,N,1,K,2,,,,,,,,,,,,
1903,7,21,"La Paz",1903/07/21,768.3,2,0,0,18,-2,81,S,1,,0,,,,,,,,,,,,
1903,7,22,"La Paz",1903/07/22,762.6,-5.7,8,8,19,3,59,W,1,SW,3,,,,,,,,,,,,
1903,7,23,"La Paz",1903/07/23,,,9,1,20,4,86,,,KS,3,,,,,,,,,,,,
1903,7,24,"La Paz",1903/07/24,,,9,0,21,5,86,,0,KS,2,,,,,,,,,,,,
1903,7,25,"La Paz",1903/07/25,763.5,,4,-5,19,3,100,N,1,KS,3,,,,,,,,,,,,
1903,7,26,"La Paz",1903/07/26,766.1,2.6,9,5,19,8,73,S,1,KS,3,,,,,,,,,,,,
1903,7,27,"La Paz",1903/07/27,761,-5.1,7,-2,11,6,100,,,KS,3,,,,,,,,,,,,
1903,7,28,"La Paz",1903/07/28,762.5,1.5,7,0,8,6,100,SW,1,K,3,,,,,,,,,,,,
1903,7,29,"La Paz",1903/07/29,759.7,-2.8,4,-3,18,1,100,W,1,KS,3,,,,,,,,,,,,
1903,7,30,"La Paz",1903/07/30,765,5.3,5,1,18,4,84,S,1,KS,2,,,,,,,,,,,,
1903,7,31,"La Paz",1903/07/31,773,8,-4,-9,12,-6,100,S,1,,,,,,,,,,,,,,
1903,8,1,"La Paz",1903/08/01,770.7,-2.3,-2,2,14,-3,100,N,1,K,2,,,,,,,,,,,,
1903,8,2,"La Paz",1903/08/02,,,-1,1,16,-3,100,N,1,K,1,,,,,,,,,,,,
1903,8,3,"La Paz",1903/08/03,763.1,,1,2,16,-3,100,"N ",1,,0,,,,,,,,,,,,
1903,8,4,"La Paz",1903/08/04,764.3,1.2,2,1,19,1,82,S,1,K,2,,,,,,,,,,,,
1903,8,5,"La Paz",1903/08/05,765.1,0.8,2,0,16,-1,100,S,1,K,2,,,,,,,,,,,,
1903,8,6,"La Paz",1903/08/06,765.5,0.4,6,4,15,5,100,S,1,KS,3,,,,,,,,,,,,
1903,8,7,"La Paz",1903/08/07,767.7,2.2,0,-6,9,-3,100,W,1,,0,,,,,,,,,,,,
1903,8,8,"La Paz",1903/08/08,764.2,-3.5,-2,-2,15,-4,79,W,1,,0,,,,,,,,,,,,
1903,8,9,"La Paz",1903/08/09,764.5,0.3,1,3,18,-1,81,S,1,KS,1,,,,,,,,,,,,
1903,8,10,"La Paz",1903/08/10,768.6,4.1,-2,-3,16,-4,100,W,1,,0,,,,,,,,,,,,
1903,8,11,"La Paz",1903/08/11,761.2,-7.4,0,2,17,-2,100,W,1,K,2,,,,,,,,,,,,
1903,8,12,"La Paz",1903/08/12,762.2,1,5,5,20,3,84,S,1,KS,3,,,,,,,,,,,,
1903,8,13,"La Paz",1903/08/13,,,5,0,8,4,100,SE,1,K,3,,,,,,,,,,,,
1903,8,14,"La Paz",1903/08/14,,,0,-5,24,,,NW,1,,0,,,,,,,,,,,,
1903,8,15,"La Paz",1903/08/15,761.3,,3,3,15,2,100,NW,1,,0,,,,,,,,,,,,
1903,8,16,"La Paz",1903/08/16,766.1,4.8,3,0,27,1,83,S,1,,0,,,,,,,,,,,,
1903,8,17,"La Paz",1903/08/17,770.6,4.5,5,2,27,3,54,SE,2,S,1,,,,,,,,,,,,
1903,8,18,"La Paz",1903/08/18,,,1,-4,24,0,100,SE,1,,0,,,,,,,,,,,,
1903,8,19,"La Paz",1903/08/19,,,6,5,26,,,SW,1,,0,,,,,,,,,,,,
1903,8,20,"La Paz",1903/08/20,762.3,,5,-1,23,2,100,N,1,K,1,,,,,,,,,,,,
1903,8,21,"La Paz",1903/08/21,768.3,6,3,-2,21,2,100,S,1,,0,,,,,,,,,,,,
1903,8,22,"La Paz",1903/08/22,764.8,-3.5,2,-1,20,1,64,W,1,C,1,,,,,,,,,,,,
1903,8,23,"La Paz",1903/08/23,761.5,-3.3,7,5,23,,71,NW,1,,0,,,,,,,,,,,,
1903,8,24,"La Paz",1903/08/24,767.5,6,7,0,27,3,,S,3,,0,,,,,,,,,,,,
1903,8,25,"La Paz",1903/08/25,762.9,-4.6,,,,,,SW,1,,0,,,,,,,,,,,,
1903,8,26,"La Paz",1903/08/26,766.8,3.9,3,,22,0,83,S,1,,0,,,,,,,,,,,,
1903,8,27,"La Paz",1903/08/27,767.3,0.5,6,3,17,-3,100,SW,1,S,1,,,,,,,,,,,,
1903,8,28,"La Paz",1903/08/28,,,2,-4,21,-1,82,NW,1,,0,,,,,,,,,,,,
1903,8,29,"La Paz",1903/08/29,773.4,,2,0,25,-1,100,,,,0,,,,,,,,,,,,
1903,8,30,"La Paz",1903/08/30,767,-6.4,2,0,21,-1,64,W,1,K,1,,,,,,,,,,,,
1903,8,31,"La Paz",1903/08/31,765.4,-1.6,5,3,24,2,56,SW,1,,0,,,,,,,,,,,,
1903,9,1,"La Paz",1903/09/01,760.9,-4.5,7,2,21,2,57,N,1,,0,,,,,,,,,,,,
1903,9,2,"La Paz",1903/09/02,761.8,0.9,4,-3,27,4,100,SE,1,,0,,,,,,,,,,,,
1903,9,3,"La Paz",1903/09/03,769.3,7.5,4,0,25,2,52,S,2,,0,,,,,,,,,,,,
1903,9,4,"La Paz",1903/09/04,,,2,-2,18,2,,,0,K,1,,,,,,,,,,,,
1903,9,5,"La Paz",1903/09/05,771.6,,2,0,19,0,100,S,1,S,1,,,,,,,,,,,,
1903,9,6,"La Paz",1903/09/06,767.9,-3.7,7,5,7,5,71,S,1,K,1,,,,,,,,,,,,
1903,9,7,"La Paz",1903/09/07,767.5,-0.4,6,-1,20,4,70,N,1,,0,,,,,,,,,,,,
1903,9,8,"La Paz",1903/09/08,769.6,2.1,5,-1,24,3,69,S,1,,0,,,,,,,,,,,,
1903,9,9,"La Paz",1903/09/09,761.5,-8.1,10,5,22,9,62,N,1,,0,,,,,,,,,,,,
1903,9,10,"La Paz",1903/09/10,766.7,5.2,9,-1,28,8,,S,2,,0,,,,,,,,,,,,
1903,9,11,"La Paz",1903/09/11,767.5,0.8,6,-3,26,4,70,S,1,,0,,,,,,,,,,,,
1903,9,12,"La Paz",1903/09/12,766.6,-0.9,8,2,29,7,72,S,1,,0,,,,,,,,,,,,
1903,9,13,"La Paz",1903/09/13,764.1,-2.5,9,1,30,7,73,SW,1,C,1,,,,,,,,,,,,
1903,9,14,"La Paz",1903/09/14,765.6,,11,2,32,9,63,S,1,,0,,,,,,,,,,,,
1903,9,15,"La Paz",1903/09/15,762.6,-3,14,2,32,10,78,NW,1,,0,,,,,,,,,,,,
1903,9,16,"La Paz",1903/09/16,761,-1.6,14,0,25,13,57,S,1,,0,,,,,,,,,,,,
1903,9,17,"La Paz",1903/09/17,760.8,-0.2,15,1,36,13,58,S,1,,0,,,,,,,,,,,,
1903,9,18,"La Paz",1903/09/18,759,-1.8,16,1,35,15,69,E,1,,0,,,,,,,,,,,,
1903,9,19,"La Paz",1903/09/19,,,19,3,35,18,72,N,1,,0,,,,,,,,,,,,
1903,9,20,"La Paz",1903/09/20,,,13,-6,35,11,55,S,3,S,2,,,,,,,,,,,,
1903,9,21,"La Paz",1903/09/21,769.1,7.2,6,-7,22,3,56,SW,1,,0,,,,,,,,,,,,
1903,9,22,"La Paz",1903/09/22,761.4,-7.7,13,7,27,13,54,N,2,,0,,,,,,,,,,,,
1903,9,23,"La Paz",1903/09/23,760.7,-0.7,11,-2,28,10,41,S,2,,0,,,,,,,,,,,,
