DWR_San_Lorenzo,-32.74582,-60.73433,,,,
DWR_San_Luis,-33.3,-66.333333,,,,
DWR_San_L-V._Mcd,-33.667,-65.467,,,,
DWR_San_Martin,-33.083,-68.47,,,,
DWR_San_Nicolas,-33.33037,-60.21449,,,,
DWR_Santa_Cruz,-50.0247,-68.5244,,,,
DWR_Santa_Fa-Cp.,-31.610659,-60.697292,,,,
DWR_Santa_Maria,-26.683333,-66.033333,,,,
DWR_Santo_Tome,-31.6622,-60.7616,,,,
DWR_Sierra_Grande,-41.60447,-65.35436,,,,
DWR_St._Cruz-Mzdo,-47.028611,-66.711944,,,,
DWR_Tandil,-37.3288,-59.1367,,,,
DWR_Tinogasta,-28.066667,-67.566667,,,,
DWR_Trancas,-26.217222,-65.283056,,,,
DWR_Tratayen,-38.4,-68.6,,,,
DWR_Trenque_Lauquen,-35.96544,-62.73348,,,,
DWR_Tres_Arroyos,-38.3775,-60.2752,,,,
DWR_Tucman-Capital,-26.816667,-65.216667,,,,
DWR_Tumbaya,-23.8577,-65.4676,,,,
DWR_Uruguay,-32.48465,-58.23293,,,,
DWR_V._Casilda,-33.0445,-61.1650,,,,
DWR_Vera,-29.47028,-60.20232,,,,
DWR_Villaguay,-31.86728,-59.02684,,,,
DWR_Villa_Maria,-34.88247,-60.34444,,,,
DWR_Villa_Mrced.,-33.666667,-65.466667,,,,
DWR_Ytaybate,NA,NA,,,,
DWR_Zarate,-34.0958,-59.0242,,,,

